Cell,Year,Month,VEG_1,VEG_2,VEG_3,VEG_4,VEG_5,VEG_6,VEG_7,VEG_8,VEG_9,VEG_10
6,2001,11,0,0,0.999,0,0.866667,0.716667,0.5,0,0.175,0
6,2001,12,0,0,0.793,0,0.644444,0.483333,0.253289,0,0.1,0
6,2002,1,0,0,0.669,0,0.527778,0.383333,0.236842,0,0.1,0
6,2002,2,0,0,0.648,0,0.496296,0.422222,0.275439,0,0.1,0
6,2002,3,0,0,0.679,0,0.519444,0.4,0.282237,0,0.1,0
6,2002,4,0,0,0.871,0,0.702778,0.566667,0.344079,0,0.15,0
6,2002,5,0,0,1.772,0,1.625,1.3,0.756579,0,0.35,0
6,2002,6,0,0,3.454,0,3.45278,2.63333,1.70921,0,0.675,0
6,2002,7,0,0,4.086,0,4.15278,3.2,2.27237,0,0.85,0
6,2002,8,0,0,3.659,0,3.6,2.85,1.93026,0,0.775,0
6,2002,9,0,0,2.314,0,2.17222,1.60833,1.05066,0,0.475,0
6,2002,10,0,0,1.252,0,1.08148,0.766667,0.62193,0,0.233333,0
6,2002,11,0,0,0.818,0,0.663889,0.45,0.448684,0,0.2,0
6,2002,12,0,0,0.558,0,0.438889,0.241667,0.213816,0,0.1,0
6,2003,1,0,0,0.529,0,0.405556,0.233333,0.175,0,0.1,0
6,2003,2,0,0,0.532,0,0.381481,0.266667,0.184685,0,0.1,0
6,2003,3,0,0,0.584,0,0.444444,0.308333,0.237162,0,0.1,0
6,2003,4,0,0,0.978,0,0.822222,0.608333,0.366216,0,0.125,0
6,2003,5,0,0,2.194,0,2.06944,1.65833,0.769595,0,0.225,0
6,2003,6,0,0,3.546,0,3.63333,2.94167,1.55878,0,0.475,0
6,2003,7,0,0,4.138,0,4.22222,3.45,2.18514,0,0.725,0
6,2003,8,0,0,3.904,0,3.94444,3.34167,2.11959,0,0.825,0
6,2003,9,0,0,2.773,0,2.625,2.13333,1.34122,0,0.475,0
6,2003,10,0,0,1.42667,0,1.28889,1.01111,0.747748,0,0.233333,0
6,2003,11,0,0,0.858,0,0.763889,0.625,0.477027,0,0.2,0
6,2003,12,0,0,0.627,0,0.541667,0.458333,0.237162,0,0.1,0
6,2004,1,0,0,0.57,0,0.472222,0.416667,0.199342,0,0.1,0
6,2004,2,0,0,0.561333,0,0.433333,0.422222,0.22193,0,0.1,0
6,2004,3,0,0,0.603,0,0.497222,0.45,0.2625,0,0.1125,0
6,2004,4,0,0,0.782,0,0.683333,0.608333,0.329605,0,0.15,0
6,2004,5,0,0,1.695,0,1.59167,1.41667,0.720395,0,0.25,0
6,2004,6,0,0,3.506,0,3.49167,2.74167,1.63816,0,0.5125,0
6,2004,7,0,0,4.236,0,4.33333,3.375,2.31447,0,0.6875,0
6,2004,8,0,0,3.866,0,3.99722,3.20833,2.07171,0,0.6,0
6,2004,9,0,0,2.429,0,2.4,1.875,1.13882,0,0.3625,0
6,2004,10,0,0,1.28133,0,1.07778,0.9,0.596491,0,0.2,0
6,2004,11,0,0,0.956,0,0.727778,0.608333,0.427632,0,0.1125,0
6,2004,12,0,0,0.71,0,0.597222,0.391667,0.173026,0,0.05,0
6,2005,1,0,0,0.64,0,0.586111,0.35,0.211842,0,0.0375,0
6,2005,2,0,0,0.624,0,0.522222,0.388889,0.142982,0,0,0
6,2005,3,0,0,0.651,0,0.513889,0.416667,0.204605,0,0,0
6,2005,4,0,0,0.917,0,0.763889,0.575,0.278289,0,0.15,0
6,2005,5,0,0,2.014,0,1.875,1.5,0.599342,0,0.2625,0
6,2005,6,0,0,3.678,0,3.76111,2.95,1.52566,0,0.4875,0
6,2005,7,0,0,4.271,0,4.44722,3.68333,2.16711,0,0.675,0
6,2005,8,0,0,3.944,0,4.10833,3.525,2.01053,0,0.7125,0
6,2005,9,0,0,2.611,0,2.55,2.125,1.15987,0,0.4125,0
6,2005,10,0,0,1.344,0,1.08148,1.08889,0.64386,0,0.2,0
6,2005,11,0,0,0.92,0,0.694444,0.791667,0.430263,0,0.1125,0
6,2005,12,0,0,0.676,0,0.508333,0.525,0.247368,0,0.1,0
6,2006,1,0,0,0.607,0,0.488889,0.441667,0.265789,0,0.1,0
6,2006,2,0,0,0.604,0,0.455556,0.5,0.22807,0,0.1,0
6,2006,3,0,0,0.614,0,0.477778,0.516667,0.209868,0,0.1,0
6,2006,4,0,0,0.82,0,0.661111,0.675,0.255921,0,0.1,0
6,2006,5,0,0,1.794,0,1.75278,1.46667,0.597368,0,0.1375,0
6,2006,6,0,0,3.444,0,3.56389,2.7,1.42303,0,0.1875,0
6,2006,7,0,0,4.125,0,4.30556,3.18333,2.10263,0,0.2625,0
6,2006,8,0,0,3.8,0,3.98333,2.975,2.00461,0,0.3375,0
6,2006,9,0,0,2.394,0,2.43889,1.825,1.16118,0,0.35,0
6,2006,10,0,0,1.28533,0,1.13333,0.888889,0.707895,0,0.316667,0
6,2006,11,0,0,0.945,0,0.769444,0.6,0.482237,0,0.175,0
6,2006,12,0,0,0.718,0,0.602778,0.433333,0.211184,0,0,0
6,2007,1,0,0,0.673,0,0.547222,0.508333,0.188158,0,0,0
6,2007,2,0,0,0.688,0,0.548148,0.433333,0.197368,0,0,0
6,2007,3,0,0,0.678,0,0.547222,0.466667,0.253289,0,0,0
6,2007,4,0,0,0.902,0,0.783333,0.708333,0.386184,0,0,0
6,2007,5,0,0,2.018,0,1.97778,1.825,0.898684,0,0.15,0
6,2007,6,0,0,3.549,0,3.60556,3.3,1.94211,0,0.5125,0
6,2007,7,0,0,4.005,0,4.15,3.725,2.51645,0,0.7125,0
6,2007,8,0,0,3.647,0,3.78611,3.36667,2.22368,0,0.675,0
6,2007,9,0,0,2.455,0,2.45,2.18333,1.22237,0,0.4,0
6,2007,10,0,0,1.35333,0,1.24444,1.2,0.653509,0,0.25,0
6,2007,11,0,0,0.923,0,0.772222,1.08333,0.488816,0,0.075,0
6,2007,12,0,0,0.641,0,0.502778,0.691667,0.229605,0,0,0
6,2008,1,0,0,0.608,0,0.383333,0.508333,0.178289,0,0,0
6,2008,2,0,0,0.645333,0,0.411111,0.566667,0.181579,0,0,0
6,2008,3,0,0,0.656,0,0.488889,0.65,0.242763,0,0,0
6,2008,4,0,0,0.966,0,0.816667,0.9,0.363816,0,0.1375,0
6,2008,5,0,0,2.268,0,2.18056,1.98333,0.798684,0,0.2875,0
6,2008,6,0,0,3.824,0,3.86111,3.125,1.78684,0,0.475,0
6,2008,7,0,0,4.237,0,4.38056,3.525,2.38882,0,0.675,0
6,2008,8,0,0,3.945,0,4.05,3.35833,2.12697,0,0.6625,0
6,2008,9,0,0,2.798,0,2.76944,2.48333,1.24737,0,0.425,0
6,2008,10,0,0,1.55867,0,1.42593,1.58889,0.707018,0,0.2,0
6,2008,11,0,0,1.062,0,0.955556,1.10833,0.479605,0,0.1,0
6,2008,12,0,0,0.817,0,0.683333,0.683333,0.252632,0,0.05,0
6,2009,1,0,0,0.709,0,0.602778,0.525,0.230921,0,0.05,0
6,2009,2,0,0,0.698667,0,0.581482,0.544444,0.244737,0,0.05,0
6,2009,3,0,0,0.752,0,0.644444,0.625,0.248026,0,0.05,0
6,2009,4,0,0,1.039,0,0.891667,0.916667,0.340132,0,0.1625,0
6,2009,5,0,0,2.075,0,1.85278,1.79167,0.7125,0,0.2,0
6,2009,6,0,0,3.501,0,3.36389,2.725,1.53553,0,0.2,0
6,2009,7,0,0,3.996,0,4.04722,3.13333,2.09342,0,0.2,0
6,2009,8,0,0,3.717,0,3.79444,3.025,1.89211,0,0.3,0
6,2009,9,0,0,2.508,0,2.39167,2.075,1.08092,0,0.325,0
6,2009,10,0,0,1.30933,0,1.14444,1.11111,0.609649,0,0.183333,0
6,2009,11,0,0,0.861,0,0.711111,0.625,0.379605,0,0.1125,0
6,2009,12,0,0,0.632,0,0.466667,0.383333,0.222368,0,0.1,0
6,2010,1,0,0,0.551,0,0.4,0.408333,0.189474,0,0.1,0
6,2010,2,0,0,0.545333,0,0.407407,0.444444,0.207018,0,0.1,0
6,2010,3,0,0,0.584,0,0.505556,0.425,0.252632,0,0.125,0
6,2010,4,0,0,0.784,0,0.733333,0.6,0.351974,0,0.05,0
6,2010,5,0,0,1.833,0,1.88889,1.55833,0.836842,0,0.1125,0
6,2010,6,0,0,3.571,0,3.59444,2.93333,1.94211,0,0.3875,0
6,2010,7,0,0,4.074,0,4.02222,3.34167,2.5875,0,0.55,0
6,2010,8,0,0,3.645,0,3.72778,3.05,2.19803,0,0.55,0
6,2010,9,0,0,2.296,0,2.30556,1.79167,1.20263,0,0.3625,0
6,2010,10,0,0,1.34533,0,1.21481,0.977778,0.703509,0,0.15,0
6,2010,11,0,0,1.065,0,0.919444,0.741667,0.446711,0,0.025,0
6,2010,12,0,0,0.818,0,0.683333,0.475,0.217763,0,0,0
6,2011,1,0,0,0.744,0,0.663889,0.475,0.198026,0,0,0
6,2011,2,0,0,0.752,0,0.603704,0.477778,0.209649,0,0,0
6,2011,3,0,0,0.714,0,0.594444,0.491667,0.230921,0,0,0
6,2011,4,0,0,0.922,0,0.777778,0.675,0.355921,0,0.05,0
6,2011,5,0,0,2.033,0,1.95556,1.74167,0.889474,0,0.15,0
6,2011,6,0,0,3.752,0,3.80556,3.24167,1.92105,0,0.5625,0
6,2011,7,0,0,4.316,0,4.48056,3.73333,2.64013,0,0.8625,0
6,2011,8,0,0,3.994,0,4.16944,3.54167,2.46645,0,0.75,0
6,2011,9,0,0,2.688,0,2.60833,2.29167,1.41447,0,0.3875,0
6,2011,10,0,0,1.452,0,1.12593,0.988889,0.779825,0,0.233333,0
6,2011,11,0,0,1.017,0,0.686111,0.641667,0.489474,0,0.1125,0
6,2011,12,0,0,0.725,0,0.452778,0.5,0.223684,0,0.075,0
6,2012,1,0,0,0.661,0,0.416667,0.525,0.218421,0,0.05,0
6,2012,2,0,0,0.616,0,0.403704,0.455556,0.234211,0,0.0666667,0
6,2012,3,0,0,0.669,0,0.441667,0.45,0.255263,0,0.0625,0
6,2012,4,0,0,0.935,0,0.697222,0.691667,0.370395,0,0.1,0
6,2012,5,0,0,1.932,0,1.76667,1.63333,0.684868,0,0.2,0
6,2012,6,0,0,3.306,0,3.28889,2.79167,1.29868,0,0.3875,0
6,2012,7,0,0,3.761,0,3.83056,3.23333,1.79474,0,0.5875,0
6,2012,8,0,0,3.474,0,3.55556,3.13333,1.70921,0,0.625,0
6,2012,9,0,0,2.262,0,2.17778,1.99167,1.02632,0,0.45,0
6,2012,10,0,0,1.324,0,1.12222,1.02222,0.640351,0,0.3,0
6,2012,11,0,0,0.993,0,0.816667,0.725,0.419079,0,0.2125,0
6,2012,12,0,0,0.737,0,0.608333,0.566667,0.239474,0,0.1,0
7,2000,1,0,0,0.490761,0,0.439773,0.10625,0.0993506,0,0.045,0
7,2000,2,0,0,0.658696,0,0.5625,0.15,0.138312,0,0.075,0
7,2000,3,0,0,0.464674,0,0.467045,0.0625,0.0353896,0,0,0
7,2000,4,0,0,0.541304,0,0.578788,0.0833333,0.0402597,0,0,0
7,2000,5,0,0,1.00543,0,0.925,0.2625,0.148701,0,0.005,0
7,2000,6,0,0,0.747826,0,0.597727,0.40625,0.223377,0,0.06,0
7,2000,7,0,0,2.81522,0,2.69432,1.91875,1.05357,0,0.14,0
7,2000,8,0,0,1.97065,0,1.74659,1.4125,0.582468,0,0.17,0
7,2000,9,0,0,1.72065,0,1.69886,0.725,0.451623,0,0.09,0
7,2000,10,0,0,1.11014,0,1.18333,0.508333,0.350649,0,0.0933333,0
7,2000,11,0,0,0.692935,0,0.797727,0.26875,0.206818,0,0.045,0
7,2000,12,0,0,0.486957,0,0.556818,0.2,0.137662,0,0.04,0
7,2001,1,0,0,0.551282,0,0.360294,0.3375,0.136638,0,0.075,0
7,2001,2,0,0,0.540171,0,0.35098,0.3,0.147701,0,0.0833333,0
7,2001,3,0,0,0.58141,0,0.401471,0.3,0.1625,0,0.1,0
7,2001,4,0,0,0.871795,0,0.633824,0.4125,0.232759,0,0.1375,0
7,2001,5,0,0,1.99038,0,1.32941,0.925,0.48319,0,0.2375,0
7,2001,6,0,0,3.71667,0,2.65588,2.2625,1.03147,0,0.475,0
7,2001,7,0,0,4.32949,0,3.63088,3.1875,1.47974,0,0.85,0
7,2001,8,0,0,4.09936,0,3.64853,3.275,1.48405,0,0.95625,0
7,2001,9,0,0,2.8359,0,2.42353,2.1375,0.909052,0,0.56875,0
7,2001,10,0,0,1.50427,0,1.18824,0.933333,0.474713,0,0.241667,0
7,2001,11,0,0,0.995513,0,0.733824,0.525,0.29181,0,0.13125,0
7,2001,12,0,0,0.775641,0,0.588235,0.3875,0.145259,0,0.1125,0
7,2002,1,0,0,0.691026,0,0.498529,0.3,0.120763,0,0.1,0
7,2002,2,0,0,0.669231,0,0.456863,0.283333,0.125424,0,0.108333,0
7,2002,3,0,0,0.651923,0,0.470588,0.3125,0.144068,0,0.125,0
7,2002,4,0,0,0.870513,0,0.604412,0.4375,0.188983,0,0.1375,0
7,2002,5,0,0,1.85962,0,1.41324,1.0875,0.445339,0,0.225,0
7,2002,6,0,0,3.64295,0,3.21765,2.4375,1.09788,0,0.49375,0
7,2002,7,0,0,4.25385,0,4.01912,3.0875,1.56525,0,0.78125,0
7,2002,8,0,0,3.82051,0,3.58088,2.75,1.40678,0,0.78125,0
7,2002,9,0,0,2.39359,0,2.03824,1.4375,0.745339,0,0.4875,0
7,2002,10,0,0,1.27521,0,0.941177,0.6,0.349718,0,0.183333,0
7,2002,11,0,0,0.865385,0,0.625,0.4375,0.246186,0,0.1,0
7,2002,12,0,0,0.596154,0,0.375,0.4,0.158898,0,0.05625,0
7,2003,1,0,0,0.503205,0,0.344118,0.325,0.152586,0,0.075,0
7,2003,2,0,0,0.540171,0,0.370588,0.3,0.154598,0,0.075,0
7,2003,3,0,0,0.612179,0,0.425,0.3,0.163362,0,0.075,0
7,2003,4,0,0,0.994872,0,0.723529,0.4875,0.256897,0,0.125,0
7,2003,5,0,0,2.18782,0,1.65588,1.05,0.540517,0,0.25,0
7,2003,6,0,0,3.66154,0,3.03824,2.275,1.12845,0,0.55625,0
7,2003,7,0,0,4.28654,0,3.82941,3.0375,1.61422,0,0.8375,0
7,2003,8,0,0,4.04038,0,3.68382,2.95,1.53836,0,0.825,0
7,2003,9,0,0,2.81795,0,2.33971,1.75,0.90819,0,0.475,0
7,2003,10,0,0,1.42222,0,1.00392,0.666667,0.459195,0,0.275,0
7,2003,11,0,0,0.858974,0,0.611765,0.3875,0.271552,0,0.18125,0
7,2003,12,0,0,0.641667,0,0.467647,0.3,0.157759,0,0.1,0
7,2004,1,0,0,0.583333,0,0.430882,0.3,0.144167,0,0.1,0
7,2004,2,0,0,0.590598,0,0.409804,0.266667,0.152778,0,0.1,0
7,2004,3,0,0,0.610897,0,0.430882,0.25,0.173333,0,0.11875,0
7,2004,4,0,0,0.789744,0,0.530882,0.275,0.229583,0,0.25,0
7,2004,5,0,0,1.70641,0,1.23824,0.4875,0.493333,0,0.4125,0
7,2004,6,0,0,3.56795,0,2.94412,1.1375,1.12875,0,0.64375,0
7,2004,7,0,0,4.31346,0,3.96912,2.1375,1.68792,0,0.88125,0
7,2004,8,0,0,3.90128,0,3.70147,2.2875,1.55,0,0.83125,0
7,2004,9,0,0,2.37436,0,2.08971,1.175,0.854167,0,0.525,0
7,2004,10,0,0,1.21197,0,0.945098,0.533333,0.451111,0,0.25,0
7,2004,11,0,0,0.898718,0,0.702941,0.3625,0.325833,0,0.16875,0
7,2004,12,0,0,0.605128,0,0.530882,0.25,0.16,0,0.1125,0
7,2005,1,0,0,0.516026,0,0.432353,0.25,0.197917,0,0.10625,0
7,2005,2,0,0,0.528205,0,0.42549,0.25,0.136111,0,0.125,0
7,2005,3,0,0,0.542949,0,0.454412,0.25,0.18375,0,0.1375,0
7,2005,4,0,0,0.790385,0,0.666176,0.4875,0.273333,0,0.19375,0
7,2005,5,0,0,1.80962,0,1.40588,1.125,0.539583,0,0.35625,0
7,2005,6,0,0,3.60513,0,2.96471,2.6125,1.10917,0,0.74375,0
7,2005,7,0,0,4.27372,0,3.85147,3.25,1.62208,0,1.00625,0
7,2005,8,0,0,3.93269,0,3.62206,3.15,1.55333,0,0.8875,0
7,2005,9,0,0,2.6109,0,2.26912,2.075,0.89,0,0.5875,0
7,2005,10,0,0,1.31111,0,1.07451,0.833333,0.468333,0,0.391667,0
7,2005,11,0,0,0.801282,0,0.632353,0.475,0.322083,0,0.2625,0
7,2005,12,0,0,0.555769,0,0.457353,0.4125,0.1625,0,0.175,0
7,2006,1,0,0,0.479487,0,0.373529,0.3375,0.174167,0,0.13125,0
7,2006,2,0,0,0.480342,0,0.37451,0.316667,0.134444,0,0.1,0
7,2006,3,0,0,0.51859,0,0.423529,0.3125,0.144167,0,0.175,0
7,2006,4,0,0,0.759615,0,0.597059,0.45,0.19875,0,0.2375,0
7,2006,5,0,0,1.80321,0,1.41912,0.8875,0.429167,0,0.4375,0
7,2006,6,0,0,3.49615,0,2.96765,1.725,0.955,0,0.8125,0
7,2006,7,0,0,4.11218,0,3.73971,2.4,1.38625,0,0.96875,0
7,2006,8,0,0,3.7859,0,3.46324,2.4125,1.31042,0,0.88125,0
7,2006,9,0,0,2.36667,0,2.07206,1.4875,0.755417,0,0.525,0
7,2006,10,0,0,1.1906,0,0.958823,0.666667,0.419444,0,0.25,0
7,2006,11,0,0,0.813461,0,0.658824,0.425,0.25,0,0.1375,0
7,2006,12,0,0,0.662179,0,0.513235,0.2625,0.117083,0,0.08125,0
7,2007,1,0,0,0.602564,0,0.469118,0.25,0.110833,0,0.1,0
7,2007,2,0,0,0.582906,0,0.45098,0.25,0.124444,0,0.1,0
7,2007,3,0,0,0.605769,0,0.473529,0.2625,0.140417,0,0.1,0
7,2007,4,0,0,0.867308,0,0.605882,0.3625,0.200833,0,0.13125,0
7,2007,5,0,0,2.17628,0,1.57647,0.8625,0.488333,0,0.35625,0
7,2007,6,0,0,3.87051,0,3.27353,1.825,1.18292,0,0.825,0
7,2007,7,0,0,4.32436,0,3.93971,2.3125,1.66,0,1.1375,0
7,2007,8,0,0,3.99167,0,3.56324,2.0875,1.49792,0,1.03125,0
7,2007,9,0,0,2.63397,0,2.11176,1.225,0.809583,0,0.5625,0
7,2007,10,0,0,1.27692,0,1.01961,0.616667,0.406667,0,0.325,0
7,2007,11,0,0,0.849359,0,0.732353,0.45,0.274167,0,0.13125,0
7,2007,12,0,0,0.626282,0,0.529412,0.275,0.14625,0,0.1,0
7,2008,1,0,0,0.530128,0,0.483824,0.2125,0.145,0,0.1,0
7,2008,2,0,0,0.568376,0,0.513725,0.25,0.137778,0,0.075,0
7,2008,3,0,0,0.595513,0,0.504412,0.3,0.147083,0,0.09375,0
7,2008,4,0,0,0.917308,0,0.707353,0.4375,0.22625,0,0.16875,0
7,2008,5,0,0,2.25449,0,1.62794,1.0875,0.51125,0,0.35,0
7,2008,6,0,0,4.00833,0,3.11324,2.4125,1.07667,0,0.95,0
7,2008,7,0,0,4.42692,0,3.81029,3.1375,1.43625,0,1.23125,0
7,2008,8,0,0,4.13782,0,3.61912,3.15,1.31083,0,1.19375,0
7,2008,9,0,0,2.91731,0,2.41324,1.95,0.796667,0,0.7625,0
7,2008,10,0,0,1.55385,0,1.24314,0.733333,0.465556,0,0.525,0
7,2008,11,0,0,1.00641,0,0.780882,0.425,0.294167,0,0.39375,0
7,2008,12,0,0,0.739744,0,0.555882,0.425,0.162083,0,0.1375,0
7,2009,1,0,0,0.614103,0,0.498529,0.4,0.152083,0,0.1,0
7,2009,2,0,0,0.613675,0,0.496078,0.366667,0.167778,0,0.116667,0
7,2009,3,0,0,0.641667,0,0.544118,0.375,0.170833,0,0.1125,0
7,2009,4,0,0,0.885897,0,0.704412,0.4625,0.24,0,0.1125,0
7,2009,5,0,0,1.82051,0,1.47206,1.1375,0.462083,0,0.275,0
7,2009,6,0,0,3.30962,0,2.88676,2.2375,1.03083,0,0.575,0
7,2009,7,0,0,3.97051,0,3.62794,2.75,1.4525,0,0.85625,0
7,2009,8,0,0,3.62692,0,3.35588,2.525,1.32083,0,0.76875,0
7,2009,9,0,0,2.28782,0,2.04706,1.425,0.736667,0,0.48125,0
7,2009,10,0,0,1.05556,0,0.95098,0.616667,0.394444,0,0.325,0
7,2009,11,0,0,0.642308,0,0.636765,0.4,0.264167,0,0.25,0
7,2009,12,0,0,0.501282,0,0.483824,0.35,0.159583,0,0.18125,0
7,2010,1,0,0,0.441026,0,0.419118,0.3,0.150833,0,0.1625,0
7,2010,2,0,0,0.42906,0,0.411765,0.3,0.166111,0,0.191667,0
7,2010,3,0,0,0.485897,0,0.447059,0.3,0.17375,0,0.16875,0
7,2010,4,0,0,0.704487,0,0.617647,0.375,0.21875,0,0.2,0
7,2010,5,0,0,2.03013,0,1.63676,1.075,0.542083,0,0.35,0
7,2010,6,0,0,4.00256,0,3.48382,2.425,1.26875,0,0.60625,0
7,2010,7,0,0,4.34808,0,4.18529,2.9625,1.67042,0,0.7875,0
7,2010,8,0,0,3.87949,0,3.66471,2.6375,1.48375,0,0.7,0
7,2010,9,0,0,2.31987,0,2.07206,1.4,0.809167,0,0.39375,0
7,2010,10,0,0,1.10855,0,0.95098,0.533333,0.412778,0,0.233333,0
7,2010,11,0,0,0.826282,0,0.666176,0.425,0.268333,0,0.1125,0
7,2010,12,0,0,0.644872,0,0.495588,0.25,0.140417,0,0.08125,0
7,2011,1,0,0,0.560897,0,0.452941,0.2,0.124167,0,0.075,0
7,2011,2,0,0,0.577778,0,0.445098,0.2,0.14,0,0.075,0
7,2011,3,0,0,0.603846,0,0.451471,0.225,0.150833,0,0.08125,0
7,2011,4,0,0,0.901923,0,0.611765,0.425,0.220417,0,0.11875,0
7,2011,5,0,0,2.10513,0,1.45882,1.0375,0.509583,0,0.18125,0
7,2011,6,0,0,3.84487,0,3.07794,2.3875,1.25083,0,0.31875,0
7,2011,7,0,0,4.48462,0,4.025,3.025,1.83375,0,0.51875,0
7,2011,8,0,0,4.17051,0,3.82794,2.9375,1.705,0,0.54375,0
7,2011,9,0,0,2.81218,0,2.37794,1.7625,0.980833,0,0.375,0
7,2011,10,0,0,1.45385,0,1.11569,0.716667,0.538333,0,0.3,0
7,2011,11,0,0,0.901923,0,0.723529,0.45,0.352917,0,0.1875,0
7,2011,12,0,0,0.660256,0,0.511765,0.35,0.157083,0,0.0875,0
7,2012,1,0,0,0.596795,0,0.414706,0.35,0.13,0,0.075,0
7,2012,2,0,0,0.596581,0,0.398039,0.333333,0.133333,0,0.0916667,0
7,2012,3,0,0,0.626282,0,0.438235,0.3125,0.161667,0,0.1125,0
7,2012,4,0,0,0.816026,0,0.655882,0.3875,0.2225,0,0.1625,0
7,2012,5,0,0,1.73974,0,1.35294,0.875,0.399167,0,0.3,0
7,2012,6,0,0,3.13269,0,2.48088,1.9,0.872083,0,0.55625,0
7,2012,7,0,0,3.65192,0,3.18824,2.475,1.28167,0,0.8125,0
7,2012,8,0,0,3.33013,0,3.16765,2.3625,1.28042,0,0.8875,0
7,2012,9,0,0,2.03782,0,2.13824,1.4125,0.786667,0,0.6625,0
7,2012,10,0,0,1.13675,0,1.17059,0.65,0.439444,0,0.441667,0
7,2012,11,0,0,0.816026,0,0.755882,0.475,0.256667,0,0.25625,0
7,2012,12,0,0,0.566026,0,0.510294,0.3375,0.144167,0,0.1625,0
8,2000,1,0,0,0.886184,0,0.959375,0,0.36,0,0,0
8,2000,2,0,0,1.15658,0,0.93125,0,0.4425,0,0,0
8,2000,3,0,0,0.847368,0,1.19375,0,0.3225,0,0,0
8,2000,4,0,0,0.944737,0,1.47083,0,0.34,0,0,0
8,2000,5,0,0,1.53421,0,2.27813,0,0.68,0,0,0
8,2000,6,0,0,1.42368,0,2.04375,0,1.05,0,0,0
8,2000,7,0,0,3.08355,0,2.84063,0,2.265,0,0,0
8,2000,8,0,0,3.14934,0,3.2625,0,1.99,0,0,0
8,2000,9,0,0,2.65132,0,3.10313,0,1.5275,0,0,0
8,2000,10,0,0,1.67368,0,2.6375,0,1.11333,0,0,0
8,2000,11,0,0,1.11053,0,1.79063,0,0.7375,0,0,0
8,2000,12,0,0,0.801316,0,1.40938,0,0.555,0,0,0
8,2001,1,0,0,0.680556,0,0.936364,0,0.2,0,0,0
8,2001,2,0,0,0.722222,0,0.936364,0,0.243333,0,0,0
8,2001,3,0,0,0.777778,0,0.984091,0,0.255,0,0,0
8,2001,4,0,0,1.16204,0,1.34773,0,0.4225,0,0,0
8,2001,5,0,0,2.33148,0,2.61136,0,0.905,0,0,0
8,2001,6,0,0,3.74444,0,3.98636,0,1.725,0,0,0
8,2001,7,0,0,4.33704,0,4.41364,0,2.38,0,0,0
8,2001,8,0,0,4.03056,0,4.125,0,2.22,0,0,0
8,2001,9,0,0,2.95185,0,3.16364,0,1.385,0,0,0
8,2001,10,0,0,1.87531,0,1.99091,0,0.906667,0,0,0
8,2001,11,0,0,1.22963,0,1.41136,0,0.58,0,0,0
8,2001,12,0,0,0.857407,0,1.07273,0,0.3225,0,0,0
8,2002,1,0,0,0.776852,0,0.977273,0,0.2975,0,0,0
8,2002,2,0,0,0.803704,0,0.975758,0,0.346667,0,0,0
8,2002,3,0,0,0.82963,0,0.977273,0,0.345,0,0,0
8,2002,4,0,0,1.18704,0,1.30455,0,0.45,0,0,0
8,2002,5,0,0,2.3463,0,2.36818,0,0.9225,0,0,0
8,2002,6,0,0,3.84074,0,3.81136,0,1.825,0,0,0
8,2002,7,0,0,4.3,0,4.24545,0,2.38,0,0,0
8,2002,8,0,0,3.87963,0,3.87273,0,2.05,0,0,0
8,2002,9,0,0,2.68241,0,2.67955,0,1.14,0,0,0
8,2002,10,0,0,1.61481,0,1.68788,0,0.66,0,0,0
8,2002,11,0,0,1.12778,0,1.28409,0,0.45,0,0,0
8,2002,12,0,0,0.808333,0,0.929545,0,0.23,0,0,0
8,2003,1,0,0,0.740741,0,0.856818,0,0.2575,0,0,0
8,2003,2,0,0,0.811111,0,0.857576,0,0.303333,0,0,0
8,2003,3,0,0,0.822222,0,0.881818,0,0.32,0,0,0
8,2003,4,0,0,1.21019,0,1.26364,0,0.46,0,0,0
8,2003,5,0,0,2.57315,0,2.59091,0,0.99,0,0,0
8,2003,6,0,0,3.90463,0,4.00455,0,1.7225,0,0,0
8,2003,7,0,0,4.35648,0,4.44545,0,2.17,0,0,0
8,2003,8,0,0,4.00556,0,4.09091,0,2.0275,0,0,0
8,2003,9,0,0,2.93148,0,2.94545,0,1.275,0,0,0
8,2003,10,0,0,1.68395,0,1.69697,0,0.75,0,0,0
8,2003,11,0,0,1.07685,0,1.22727,0,0.4325,0,0,0
8,2003,12,0,0,0.751852,0,0.859091,0,0.235,0,0,0
8,2004,1,0,0,0.680556,0,0.775,0,0.2125,0,0,0
8,2004,2,0,0,0.709877,0,0.787879,0,0.266667,0,0,0
8,2004,3,0,0,0.736111,0,0.756818,0,0.3075,0,0,0
8,2004,4,0,0,0.985185,0,0.945455,0,0.395,0,0,0
8,2004,5,0,0,2.01574,0,1.90909,0,0.925,0,0,0
8,2004,6,0,0,3.77407,0,3.7,0,2.04,0,0,0
8,2004,7,0,0,4.40278,0,4.42727,0,2.73,0,0,0
8,2004,8,0,0,3.93333,0,3.94091,0,2.4525,0,0,0
8,2004,9,0,0,2.54907,0,2.43864,0,1.3075,0,0,0
8,2004,10,0,0,1.61605,0,1.55152,0,0.76,0,0,0
8,2004,11,0,0,1.19352,0,1.27727,0,0.5375,0,0,0
8,2004,12,0,0,0.827778,0,1.00455,0,0.225,0,0,0
8,2005,1,0,0,0.752778,0,0.863636,0,0.21,0,0,0
8,2005,2,0,0,0.819753,0,0.881818,0,0.22,0,0,0
